# DO NOT EDIT this file. It is generated by com.nianticproject.ichigo.i18n.LocalizationMessageTsvGenerator
id	constant	phrase	plural phrase
-3208216120833537346	RPC_NETWORK_ERROR_DIALOG_TITLE	네트워크 에러	
120322519350465199	RPC_NETWORK_ERROR_DIALOG_MESSAGE	서버와의 통신에 실패했습니다. 기기의 네트워크 설정과 환경을 확인한 후, 다시 시도해 주세요.	
1295101996930540142	RPC_NETWORK_ERROR_DIALOG_RETRY	재시도	
8035254070518805654	RPC_NETWORK_ERROR_DIALOG_LOGOUT	로그아웃	
-3050645190285210651	RPC_LOW_NETWORK_CONNECTIVITY	통신 상태가 불안정합니다.	
4512608309946328130	LOGIN_PROVIDER_SUPER_AWESOME	NIANTIC KIDS	
-8965300778396787175	SUPER_AWESOME_REGISTER_URL	https://niantic-sso.kws.superawesome.tv/en/register	
6270310653121693548	SUPER_AWESOME_FORGOT_PASSWORD_URL	https://niantic-sso.kws.superawesome.tv/en/password/forgot	
-7626676094642488070	SUPER_AWESOME_REGISTER_LINK	NIANTIC KIDS 가입	
3275053985847360669	SUPER_AWESOME_FORGOT_PASSWORD_LINK	비밀번호를 잊었나요?	
5982968124835893551	SUPER_AWESOME_LOGIN_BUTTON_LABEL	로그인	
3964752675042012136	WARNING_NO_PARENT_PERMISSION	보호자에게 확인을 받아 주십시오. 이 앱을 사용하려면 보호자의 허가가 필요합니다. 설정 변경을 부탁드립니다.	
-7441700699426561529	WARNING_NO_PARENT_LOCATION_PERMISSION	보호자에게 확인을 받아 주십시오. 이 앱을 사용하려면 보호자의 위치 정보 허가가 필요합니다. 설정 변경을 부탁드립니다.	
-5865499962591753408	NINTENDO_LOGIN_LINK_DIALOG_TITLE	닌텐도 어카운트와 연동하겠습니까?	
2431161683080852335	NINTENDO_LOGIN_LINK_DIALOG_DESCRIPTION	닌텐도 어카운트를 연동하면, 당신만의 Mii를 사용할 수 있게 됩니다.	
-3609274247829970764	NINTENDO_LOGIN_LINK_DIALOG_DESCRIPTION_BONUS	또한, 첫 연동 시에는 특전으로 특별한 피크민이 자라는 모종을 선물해 드립니다!	
3926443522744415828	NINTENDO_LOGIN_LINK_BUTTON	연동하기	
-5552338891179848182	NINTENDO_LOGIN_BONUS_DIALOG_TITLE	닌텐도 어카운트 연동 특전 모종을 획득했습니다!	
-5675915195141523149	NINTENDO_LOGIN_BONUS_DIALOG_DESCRIPTION	특별한 모종이 모종 목록에 추가되었습니다.	
6467743691056327219	NINTENDO_LOGIN_BONUS_DIALOG_DESCRIPTION_2	이제 닌텐도 어카운트의 Mii를 선택할 수 있습니다.	
-4873722125508925441	INCONSISTENT_AGE_LEVEL_WITH_ADULT_PLAYER	어린이 어카운트로는 로그인할 수 없습니다.	
-3718907272190744923	INCONSISTENT_AGE_LEVEL_WITH_KIDS_PLAYER	이것은 성인의 어카운트입니다.\n당신은 어린이로 구분되는 나이이므로 이 어카운트로 로그인할 수 없습니다.	
-1814714920489092509	NINTENDO_LOGIN_NO_MII_SET_DIALOG_DESCRIPTION	연결된 어카운트에는 Mii가 설정되어 있지 않습니다. [Mii 작성] 버튼을 눌러 새로운 Mii를 작성하세요.	
-472925358362562323	ACCOUNT_LINK_CANCEL	어카운트 연동이 취소되었습니다.	
-5635259498562488152	FACEBOOK_LOGIN_REQUIRES_APP_TRACKING_PERMISSION	Facebook 계정을 사용하려면 Pikmin Bloom이 귀하의 앱 및 웹사이트 활동을 추적할 수 있도록 허용해야 합니다.\n※ 개인 정보 보호 설정에서 추적 권한이 활성화되어 있지 않다면 아래의 방법으로 설정을 변경해 주십시오.(권한을 활성화한 후에는 Pikmin Bloom의 개별적인 설정 또한 지정해 주어야 합니다).\n\n1. 설정을 열고 "개인 정보 보호"로 이동합니다.\n2. "추적"을 탭한 후, "앱이 추적을 요청하도록 허용"을 활성화합니다.	
1932032625298045791	FACEBOOK_LOGIN_PERMISSION_FAILED	필요한 권한이 허용되지 않았습니다.	
-4791526398844371231	FACEBOOK_LOGIN_UNLINK_UNLESS_PERMISSION_GRANTED	Facebook 계정 연동 해제	
-6261744157366888903	LOGIN_FAILED_ERROR	어카운트에 로그인하지 못했습니다.	
-1662518649216984564	LOGIN_PROVIDER_SELECTOR_TITLE	어카운트	
5990203908445262045	LOGIN_AGE_GATE_SUBMIT	결정	
7171094051530659721	LOGIN_SIGN_IN_PROVIDER_SELECT	로그인 방법	
-8063419419280099460	LOGIN_NEW_ACCOUNT_PROVIDER_SELECT	어카운트 등록 방법	
-2503503188688998315	LOGIN_PROVIDER_GOOGLE	Google	
8644943804602915250	LOGIN_PROVIDER_FACEBOOK	Facebook	
-380381717348982401	LOGIN_PROVIDER_APPLE	Apple	
1670268103353373479	LOGIN_PROVIDER_NINTENDO	Nintendo	
5129733746667304330	LINK_FAILURE_WITH_KIDS_ACCOUNT	어린이의 어카운트와는 연동할 수 없습니다.	
-5106856330037283941	TITLE_ACCOUNT_PERMANENTLY_BANNED	어카운트 영구 정지 알림	
6896609452290178645	TITLE_ACCOUNT_TEMPORARILY_SUSPENDED	어카운트 동결 알림	
8682783416889457618	WARNING_ACCOUNT_PERMANENTLY_BANNED	이용 약관 위반으로 인해 어카운트가 영구 정지되었습니다.	
-1146777523130602812	WARNING_ACCOUNT_TEMPORARILY_SUSPENDED	이용 약관 위반으로 인해 어카운트가 동결되었습니다. 어카운트 동결 상태는 약 30일간 지속됩니다. 그 이후에도 부정한 액세스가 계속되었다고 판단될 경우, 어카운트가 영구 정지됩니다.	
3550607850365094643	WARNING_UNAUTHORIZED_DEVICE	이용 중인 단말기의 OS 버전 비대응, 또는 특정 동작(ROOT화 등)이 확인되었으므로
Pikmin Bloom 기동에 실패했습니다.	
262310736144758494	WARNING_ACCOUNT_NOT_ALLOWED	「%s」 이 메일 주소는 액세스가 허가되지 않았습니다. 베타 프로그램 등록 시의 메일 주소로 다시 시도해 주십시오.	
-7841180612166439923	WARNING_ACCOUNT_DOES_NOT_EXIST	어카운트가 존재하지 않아 로그인하지 못했습니다. 어카운트가 존재하는지 확인해 주십시오.	
-386184206609956069	NINTENDO_ACCOUNT_NEW_USER_WARNING	닌텐도 어카운트로 로그인할 경우, 기존의 Niantic 게임 계정과 연동하지 못합니다. \n Niantic 계정을 연동하고 싶다면 기존 Niantic 계정으로 로그인한 후에 닌텐도 어카운트를 연동해 주십시오.	
3873863273646286372	NINTENDO_ACCOUNT_NEW_USER_WARNING_TITLE	다른 Niantic 게임도 플레이하고 계신가요?	
-7190375469370652674	FAQ_PARENTAL_PERMISSION_URL	https://niantic.helpshift.com/a/pikmin-bloom/?p=web&amp%3Bs=release-notes-and-known-issues&amp%3Bf=faq-and-known-issues&amp%3Bl=ko&l=ko	
8289170337175643231	WARNING_REGION_NOT_ALLOWED	해당 지역에서는 현재 Pikmin Bloom을 이용할 수 없습니다. 서비스 이용에 불편을 드려 대단히 죄송합니다.	
499521323141124426	NIANTIC_KIDS_LOGIN_URL	https://app.parents.nianticlabs.com/ko/login	
4277095095918863174	BIRTHDAY_REENTER_REASON	2021년 9월 2일에 영국에서 발효된 연령적합설계규약을 준수하기 위해, 귀하의 생년월일을 다시 입력해야 합니다.	
3792386460097383700	BIRTHDAY_REENTER_INCONSISTENT_ERROR	예전에는 다른 생년월일을 입력했던 것으로 보입니다. 귀하의 올바른 생년월일을 입력하세요.	
704694032920532328	BIRTHDAY_REENTER_HELP	도움말	
-3010812838262852898	CHEATING_WARNING_STRIKE_1_TITLE	경고	
