# DO NOT EDIT this file. It is generated by com.nianticproject.ichigo.i18n.LocalizationMessageTsvGenerator
id	constant	phrase	plural phrase
-3208216120833537346	RPC_NETWORK_ERROR_DIALOG_TITLE	ネットワークエラー	
120322519350465199	RPC_NETWORK_ERROR_DIALOG_MESSAGE	サーバーとの通信に失敗しました。デバイスのネットワーク設定と環境を確認して、再度試してください。	
1295101996930540142	RPC_NETWORK_ERROR_DIALOG_RETRY	リトライ	
8035254070518805654	RPC_NETWORK_ERROR_DIALOG_LOGOUT	ログアウト	
-3050645190285210651	RPC_LOW_NETWORK_CONNECTIVITY	通信状況が不安定です。	
4512608309946328130	LOGIN_PROVIDER_SUPER_AWESOME	NIANTIC KIDS	
-8965300778396787175	SUPER_AWESOME_REGISTER_URL	https://niantic-sso.kws.superawesome.tv/ja/register	
6270310653121693548	SUPER_AWESOME_FORGOT_PASSWORD_URL	https://niantic-sso.kws.superawesome.tv/ja/password/forgot	
-7626676094642488070	SUPER_AWESOME_REGISTER_LINK	NIANTIC KIDSで新規登録	
3275053985847360669	SUPER_AWESOME_FORGOT_PASSWORD_LINK	パスワードを忘れたら？	
5982968124835893551	SUPER_AWESOME_LOGIN_BUTTON_LABEL	ログイン	
3964752675042012136	WARNING_NO_PARENT_PERMISSION	ほごしゃの方にみてもらいましょう。\nこのアプリの使用には保護者の許可が必要です。設定変更をお願いします。	
-7441700699426561529	WARNING_NO_PARENT_LOCATION_PERMISSION	ほごしゃの方にみてもらいましょう。\nこのアプリの使用には、保護者による位置情報の許可が必要です。設定変更をお願いします。	
-5865499962591753408	NINTENDO_LOGIN_LINK_DIALOG_TITLE	ニンテンドーアカウントと連携しますか？	
2431161683080852335	NINTENDO_LOGIN_LINK_DIALOG_DESCRIPTION	ニンテンドーアカウントと連携することで、あなただけのMiiが使えるようになります。	
